first_name,middle_name,last_name,suffix,nickname,birthday,gender,start_date,end_date,party,class,type,state,district,bioguide,thomas,govtrack
Wayne,T.,Gilchrest,,,1946-04-15,M,1991-01-03,2009-01-03,Republican,,rep,MD,1,G000180,00438,400149
Paul,E.,Gillmor,,,1939-02-01,M,1989-01-03,2007-09-05,Republican,,rep,OH,5,G000210,00439,400150
Virgil,H.,Goode,Jr.,,1946-10-17,M,1997-01-07,2009-01-03,Republican,,rep,VA,5,G000280,01486,400153
J.,Dennis,Hastert,,Denny,1942-01-02,M,1987-01-06,2007-11-26,Republican,,rep,IL,14,H000323,00510,400169
Robin,C.,Hayes,,,1945-08-14,M,1999-01-06,2009-01-03,Republican,,rep,NC,8,H001029,01600,400172
David,Lee,Hobson,,Dave,1936-10-17,M,1991-01-03,2009-01-03,Republican,,rep,OH,7,H000666,00545,400180
Darlene,,Hooley,,,1939-04-04,F,1997-01-07,2009-01-03,Democrat,,rep,OR,5,H000762,01491,400186
Kenny,C.,Hulshof,,,1958-05-22,M,1997-01-07,2009-01-03,Republican,,rep,MO,9,H000948,01492,400190
Duncan,L.,Hunter,,,1948-05-31,M,1981-01-05,2009-01-03,Republican,,rep,CA,52,H000981,00575,400191
William,J.,Jefferson,,,1947-03-14,M,1991-01-03,2009-01-03,Democrat,,rep,LA,2,J000070,00592,400201
Bobby,,Jindal,,,1971-06-10,M,2005-01-04,2008-01-14,Republican,,rep,LA,1,J000287,01785,400634
Stephanie,Tubbs,Jones,,,1949-09-10,F,1999-01-06,2008-08-20,Democrat,,rep,OH,11,J000284,01581,400208
Ric,,Keller,,,1964-09-05,M,2001-01-03,2009-01-03,Republican,,rep,FL,8,K000361,01644,400212
Edward,M.,Kennedy,,Ted,1932-02-22,M,1962-01-01,2009-08-25,Democrat,1,sen,MA,,K000105,01377,300059
Joseph,K.,Knollenberg,,Joe,1933-11-28,M,1993-01-05,2009-01-03,Republican,,rep,MI,9,K000288,00642,400225
John,R.,Kuhl,Jr.,Randy,1943-04-19,M,2005-01-04,2009-01-03,Republican,,rep,NY,29,K000364,01795,400642
Ray,H.,LaHood,,,1945-12-06,M,1995-01-04,2009-01-03,Republican,,rep,IL,18,L000552,00659,400228
Nicholas,V.,Lampson,,Nick,1945-02-14,M,1997-01-07,2009-01-03,Democrat,,rep,TX,22,L000043,01500,400229
Tom,,Lantos,,,1928-02-01,M,1981-01-05,2008-02-11,Democrat,,rep,CA,12,L000090,00663,400231
Ron,,Lewis,,,1946-09-14,M,1993-01-05,2009-01-03,Republican,,rep,KY,2,L000293,00689,400241
Trent,,Lott,,,1941-10-09,M,1973-01-03,2007-12-18,Republican,1,sen,MS,,L000447,00707,300069
Tim,,Mahoney,,,1956-08-15,M,2007-01-04,2009-01-03,Democrat,,rep,FL,16,M001164,01841,412197
James,O.,McCrery,III,Jim,1949-09-18,M,1987-01-06,2009-01-03,Republican,,rep,LA,4,M000388,00763,400261
Michael,R.,McNulty,,,1947-09-16,M,1989-01-03,2009-01-03,Democrat,,rep,NY,21,M000590,00785,400268
Martin,T.,Meehan,,Marty,1956-12-30,M,1993-01-05,2007-07-01,Democrat,,rep,MA,5,M000627,00788,400269
Juanita,,Millender-McDonald,,,1938-09-07,F,1995-01-04,2007-04-22,Democrat,,rep,CA,37,M000714,00805,400275
Marilyn,N.,Musgrave,,,1949-01-27,F,2003-01-07,2009-01-03,Republican,,rep,CO,4,M001152,01711,400287
Charles,W.,Norwood,Jr.,Charlie,1941-07-27,M,1995-01-04,2007-02-13,Republican,,rep,GA,10,N000159,00869,400296
John,E.,Peterson,,,1938-12-25,M,1997-01-07,2009-01-03,Republican,,rep,PA,5,P000263,01512,400317
Charles,W.,Pickering,Jr.,Chip,1963-08-10,M,1997-01-07,2009-01-03,Republican,,rep,MS,3,P000323,01513,400319
Jon,Christopher,Porter,Sr.,,1955-05-16,M,2003-01-07,2009-01-03,Republican,,rep,NV,3,P000589,01739,400324
Deborah,D.,Pryce,,,1951-07-29,F,1993-01-05,2009-01-03,Republican,,rep,OH,15,P000555,00933,400327
James,M.,Ramstad,,Jim,1946-05-06,M,1991-01-03,2009-01-03,Republican,,rep,MN,3,R000033,00942,400332
Ralph,,Regula,,,1924-12-03,M,1973-01-03,2009-01-03,Republican,,rep,OH,16,R000141,00951,400334
Rick,,Renzi,,,1958-06-11,M,2003-01-07,2009-01-03,Republican,,rep,AZ,1,R000574,01706,400336
Thomas,M.,Reynolds,,,1950-09-03,M,1999-01-06,2009-01-03,Republican,,rep,NY,26,R000569,01587,400338
Bill,,Sali,,,1954-02-17,M,2007-01-04,2009-01-03,Republican,,rep,ID,1,S001167,01847,412201
H.,James,Saxton,,Jim,1943-01-22,M,1983-01-03,2009-01-03,Republican,,rep,NJ,3,S000097,01023,400359
Christopher,H.,Shays,,,1945-10-18,M,1987-01-06,2009-01-03,Republican,,rep,CT,4,S001144,01048,400370
Thomas,G.,Tancredo,,Tom,1945-12-20,M,1999-01-06,2009-01-03,Republican,,rep,CO,6,T000458,01592,400394
Craig,,Thomas,,,1933-02-17,M,1989-01-03,2007-06-04,Republican,1,sen,WY,,T000162,01149,300097
James,T.,Walsh,,Jim,1947-06-19,M,1989-01-03,2009-01-03,Republican,,rep,NY,25,W000099,01197,400420
David,J.,Weldon,Jr.,Dave,1953-08-31,M,1995-01-04,2009-01-03,Republican,,rep,FL,15,W000267,01215,400427
Gerald,C.,Weller,,Jerry,1957-07-07,M,1995-01-04,2009-01-03,Republican,,rep,IL,11,W000273,01216,400429
Heather,A.,Wilson,,,1960-12-30,F,1997-01-07,2009-01-03,Republican,,rep,NM,1,W000789,01539,400434
Albert,Russell,Wynn,,,1951-09-10,M,1993-01-05,2008-05-31,Democrat,,rep,MD,4,W000784,01251,400438
Donald,J.,Cazayoux,Jr.,,1964-01-17,M,2008-05-06,2009-01-03,Democrat,,rep,LA,6,C001073,01891,412260
Neil,,Abercrombie,,,1938-06-26,M,1985-01-03,2010-03-01,Democrat,,rep,HI,1,A000014,00002,400001
John,H.,Adler,,,1959-08-23,M,2009-01-06,2010-12-22,Democrat,,rep,NJ,3,A000364,01935,412264
Michael,A.,Arcuri,,,1959-06-11,M,2007-01-04,2010-12-22,Democrat,,rep,NY,24,A000363,01867,412224
Brian,N.,Baird,,,1956-03-07,M,1999-01-06,2010-12-22,Democrat,,rep,WA,3,B001229,01557,400011
James,Gresham,Barrett,,J. Gresham,1961-02-14,M,2003-01-07,2010-12-22,Republican,,rep,SC,3,B001239,01745,400016
Melissa,L.,Bean,,,1962-01-22,F,2005-01-04,2010-12-22,Democrat,,rep,IL,8,B001253,01782,400631
Robert,Marion,Berry,,Marion,1942-08-27,M,1997-01-07,2010-12-22,Democrat,,rep,AR,1,B000420,01462,400026
Joseph,R.,Biden,Jr.,,1942-11-20,M,1973-01-03,2009-01-15,Democrat,2,sen,DE,,B000444,01284,300008
John,A.,Boccieri,,,1969-10-05,M,2009-01-06,2010-12-22,Democrat,,rep,OH,16,B001263,01949,412266
Frederick,C.,Boucher,,Rick,1946-08-01,M,1983-01-03,2010-12-22,Democrat,,rep,VA,9,B000657,00113,400043
Allen,,Boyd,Jr.,,1945-06-06,M,1997-01-07,2010-12-22,Democrat,,rep,FL,2,B000716,01467,400044
Bobby,,Bright,,,1952-07-21,M,2009-01-06,2010-12-22,Democrat,,rep,AL,2,B001264,01905,412267
Henry,E.,Brown,Jr.,,1935-12-20,M,2001-01-03,2010-12-22,Republican,,rep,SC,1,B001235,01669,400049
Virginia,,Brown-Waite,,Ginny,1943-10-05,F,2003-01-07,2010-12-22,Republican,,rep,FL,5,B001247,01713,400051
Stephen,E.,Buyer,,Steve,1958-11-26,M,1993-01-05,2010-12-22,Republican,,rep,IN,4,B001203,00160,400056
Anh,,Cao,,Joseph,1967-03-13,M,2009-01-06,2010-12-22,Republican,,rep,LA,2,C001079,01923,412268
Christopher,P.,Carney,,,1959-03-02,M,2007-01-04,2010-12-22,Democrat,,rep,PA,10,C001065,01876,412234
Michael,N.,Castle,,,1939-07-02,M,1993-01-05,2010-12-22,Republican,,rep,DE,0,C000243,00183,400070
Travis,W.,Childers,,,1958-03-29,M,2008-05-20,2010-12-22,Democrat,,rep,MS,1,C001074,01893,412262
Kathleen,A.,Dahlkemper,,,1957-12-10,F,2009-01-06,2010-12-22,Democrat,,rep,PA,3,D000608,01951,412273
Artur,,Davis,,,1967-10-09,M,2003-01-07,2010-12-22,Democrat,,rep,AL,7,D000602,01705,400092
Lincoln,,Davis,,,1943-09-13,M,2003-01-07,2010-12-22,Democrat,,rep,TN,4,D000599,01747,400096
Nathan,,Deal,,,1942-08-25,M,1993-01-05,2010-03-22,Republican,,rep,GA,9,D000168,00277,400099
William,D.,Delahunt,,Bill,1941-07-18,M,1997-01-07,2010-12-22,Democrat,,rep,MA,10,D000210,01480,400102
Lincoln,,Diaz-Balart,,,1954-08-13,M,1993-01-05,2010-12-22,Republican,,rep,FL,21,D000299,00294,400107
Steve,,Driehaus,,,1966-06-24,M,2009-01-06,2010-12-22,Democrat,,rep,OH,1,D000609,01946,412274
Thomas,,Edwards,,Chet,1951-11-24,M,1991-01-03,2010-12-22,Democrat,,rep,TX,17,E000063,00335,400118
Vernon,J.,Ehlers,,,1934-02-06,M,1993-01-05,2010-12-22,Republican,,rep,MI,3,E000092,00339,400119
Brad,,Ellsworth,,,1958-09-11,M,2007-01-04,2010-12-22,Democrat,,rep,IN,8,E000289,01851,412206
Bob,R.,Etheridge,,,1941-08-07,M,1997-01-07,2010-12-22,Democrat,,rep,NC,2,E000226,01482,400125
Mary,,Fallin,,,1954-12-09,F,2007-01-04,2010-12-22,Republican,,rep,OK,5,F000453,01872,412230
Barton,Jennings,Gordon,,Bart,1949-01-24,M,1985-01-03,2010-12-22,Democrat,,rep,TN,6,G000309,00448,400155
Parker,,Griffith,,,1942-08-06,M,2009-01-06,2010-12-22,Republican,,rep,AL,5,G000557,01906,412277
John,J.,Hall,,,1948-07-23,M,2007-01-04,2010-12-22,Democrat,,rep,NY,19,H001039,01865,412222
Deborah,L.,Halvorson,,,1958-03-01,F,2009-01-06,2010-12-22,Democrat,,rep,IL,11,H001044,01919,412279
Phil,,Hare,,,1949-02-21,M,2007-01-04,2010-12-22,Democrat,,rep,IL,17,H001040,01849,412204
Stephanie,,Herseth Sandlin,,,1970-12-03,F,2004-06-03,2010-12-22,Democrat,,rep,SD,0,H001037,01760,400443
Baron,P.,Hill,,,1953-06-23,M,1999-01-06,2010-12-22,Democrat,,rep,IN,9,H001030,01578,400177
Paul,W.,Hodes,,,1951-03-21,M,2007-01-04,2010-12-22,Democrat,,rep,NH,2,H001043,01862,412220
Peter,,Hoekstra,,Pete,1953-10-30,M,1993-01-05,2010-12-22,Republican,,rep,MI,2,H000676,00547,400182
Bob,,Inglis,,,1959-10-11,M,1993-01-05,2010-12-22,Republican,,rep,SC,4,I000023,00582,400649
Steve,,Kagen,,,1949-12-12,M,2007-01-04,2010-12-22,Democrat,,rep,WI,8,K000365,01880,412240
Paul,E.,Kanjorski,,,1937-04-02,M,1985-01-03,2010-12-22,Democrat,,rep,PA,11,K000008,00615,400210
Patrick,Joseph,Kennedy,,,1967-07-14,M,1995-01-04,2010-12-22,Democrat,,rep,RI,1,K000113,00627,400215
Carolyn,Cheeks,Kilpatrick,,,1945-06-25,F,1997-01-07,2010-12-22,Democrat,,rep,MI,13,K000180,01497,400217
Mary Jo,,Kilroy,,,1949-04-30,F,2009-01-06,2010-12-22,Democrat,,rep,OH,15,K000372,01948,412285
Ron,,Klein,,,1957-07-10,M,2007-01-04,2010-12-22,Democrat,,rep,FL,22,K000366,01842,412198
Suzanne,M.,Kosmas,,,1944-02-25,F,2009-01-06,2010-12-22,Democrat,,rep,FL,24,K000370,01917,412288
Frank,,Kratovil,Jr.,,1968-05-29,M,2009-01-06,2010-12-22,Democrat,,rep,MD,1,K000371,01926,412289
John,,Linder,,,1942-09-09,M,1993-01-05,2010-12-22,Republican,,rep,GA,7,L000321,00693,400242
Betsy,,Markey,,,1956-04-27,F,2009-01-06,2010-12-22,Democrat,,rep,CO,4,M001172,01911,412298
James,,Marshall,,Jim,1948-03-31,M,2003-01-07,2010-12-22,Democrat,,rep,GA,8,M001146,01718,400254
Eric,J. J.,Massa,,,1959-09-16,M,2009-01-06,2010-03-08,Democrat,,rep,NY,29,M001173,01945,412299
John,M.,McHugh,,,1948-09-29,M,1993-01-05,2009-09-21,Republican,,rep,NY,23,M000472,00773,400264
Michael,E.,McMahon,,,1957-09-12,M,2009-01-06,2010-12-22,Democrat,,rep,NY,13,M001174,01941,412296
Kendrick,Brett,Meek,,,1966-09-06,M,2003-01-07,2010-12-22,Democrat,,rep,FL,17,M001148,01715,400270
Charles,J.,Melancon,,,1947-10-03,M,2005-01-04,2010-12-22,Democrat,,rep,LA,3,M001161,01786,400635
Walter,,Minnick,,,1942-09-20,M,2009-01-06,2010-12-22,Democrat,,rep,ID,1,M001175,01918,412300
Harry,E.,Mitchell,,,1940-07-18,M,2007-01-04,2010-12-22,Democrat,,rep,AZ,5,M001167,01830,412187
Alan,B.,Mollohan,,,1943-05-14,M,1983-01-03,2010-12-22,Democrat,,rep,WV,1,M000844,00824,400281
Dennis,,Moore,,,1945-11-08,M,1999-01-06,2010-12-22,Democrat,,rep,KS,3,M001140,01561,400282
Patrick,J.,Murphy,,,1973-10-19,M,2007-01-04,2010-12-22,Democrat,,rep,PA,8,M001168,01875,412233
John,P.,Murtha,,,1932-06-17,M,1973-01-03,2010-02-08,Democrat,,rep,PA,12,M001120,00844,400286
Glenn,C.,Nye,,,1974-09-09,M,2009-01-06,2010-12-22,Democrat,,rep,VA,2,N000183,01957,412301
James,L.,Oberstar,,,1934-09-10,M,1975-01-14,2010-12-22,Democrat,,rep,MN,8,O000006,00876,400299
David,Ross,Obey,,Dave,1938-10-03,M,1969-01-03,2010-12-22,Democrat,,rep,WI,7,O000007,00877,400300
Solomon,P.,Ortiz,,,1937-06-03,M,1983-01-03,2010-12-22,Democrat,,rep,TX,27,O000107,00880,400302
Thomas,S. P.,Perriello,,,1974-10-09,M,2009-01-06,2010-12-22,Democrat,,rep,VA,5,P000600,01958,412304
Earl,Ralph,Pomeroy,,,1952-09-02,M,1993-01-05,2010-12-22,Democrat,,rep,ND,0,P000422,00922,400323
Adam,H.,Putnam,,,1974-07-31,M,2001-01-03,2010-12-22,Republican,,rep,FL,12,P000586,01645,400328
George,P.,Radanovich,,,1955-06-20,M,1995-01-04,2010-12-22,Republican,,rep,CA,19,R000004,00939,400330
Ciro,D.,Rodriguez,,,1946-12-09,M,1997-01-07,2010-12-22,Democrat,,rep,TX,23,R000568,01518,400339
John,Tony,Salazar,,,1953-07-21,M,2005-01-04,2010-12-22,Democrat,,rep,CO,3,S001158,01775,400620
Mark,H.,Schauer,,,1961-10-02,M,2009-01-06,2010-12-22,Democrat,,rep,MI,7,S001178,01928,412313
Joe,,Sestak,,,1951-12-12,M,2007-01-04,2010-12-22,Democrat,,rep,PA,7,S001169,01874,412232
John,B.,Shadegg,,,1949-10-22,M,1995-01-04,2010-12-22,Republican,,rep,AZ,3,S000275,01043,400368
Ike,,Skelton,,,1931-12-20,M,1977-01-04,2010-12-22,Democrat,,rep,MO,4,S000465,01064,400377
Victor,F.,Snyder,,Vic,1947-09-27,M,1997-01-07,2010-12-22,Democrat,,rep,AR,2,S000672,01530,400383
Hilda,L.,Solis,,,1957-10-20,F,2001-01-03,2009-02-24,Democrat,,rep,CA,32,S001153,01636,400384
Mark,Edward,Souder,,,1950-07-18,M,1995-01-04,2010-05-21,Republican,,rep,IN,3,S001143,01089,400385
Zachary,T.,Space,,Zack,1961-01-27,M,2007-01-04,2010-12-22,Democrat,,rep,OH,18,S001173,01871,412229
John,McKee,Spratt,Jr.,,1942-11-01,M,1983-01-03,2010-12-22,Democrat,,rep,SC,5,S000749,01092,400386
Bart,T.,Stupak,,,1952-02-29,M,1993-01-05,2010-12-22,Democrat,,rep,MI,1,S001045,01123,400391
John,S.,Tanner,,,1944-09-22,M,1989-01-03,2010-12-22,Democrat,,rep,TN,8,T000038,01137,400395
Ellen,O.,Tauscher,,,1951-11-15,F,1997-01-07,2009-06-26,Democrat,,rep,CA,10,T000057,01533,400396
Gene,,Taylor,,,1953-09-17,M,1989-01-03,2010-12-22,Democrat,,rep,MS,4,T000074,01142,400399
Harry,,Teague,,,1949-06-29,M,2009-01-06,2010-12-22,Democrat,,rep,NM,2,T000466,01938,412316
Todd,,Tiahrt,,,1951-06-15,M,1995-01-04,2010-12-22,Republican,,rep,KS,4,T000260,01158,400405
Zach,,Wamp,,,1957-10-28,M,1995-01-04,2010-12-22,Republican,,rep,TN,3,W000119,01199,400421
Diane,E.,Watson,,,1933-11-12,F,2001-06-07,2010-12-22,Democrat,,rep,CA,33,W000794,01682,400423
Robert,,Wexler,,,1961-01-02,M,1997-01-07,2010-01-04,Democrat,,rep,FL,19,W000314,01537,400430
Charles,A.,Wilson,,,1943-01-18,M,2007-01-04,2010-12-22,Democrat,,rep,OH,6,W000801,01869,412227
Roland,,Burris,,,1937-08-03,M,2009-01-15,2010-11-29,Democrat,3,sen,IL,,B001266,01963,412328
Edward,E.,Kaufman,,,1939-03-15,M,2009-01-16,2010-11-15,Democrat,2,sen,DE,,K000373,01964,412329
Scott,,Murphy,,,1970-01-26,M,2009-04-29,2010-12-22,Democrat,,rep,NY,20,M001178,01968,412332
George,S.,LeMieux,,,1969-05-21,M,2009-09-10,2010-12-22,Republican,3,sen,FL,,L000572,01971,412380
Paul,G.,Kirk,Jr.,,1938-01-18,M,2009-09-25,2010-02-04,Democrat,1,sen,MA,,K000374,01972,412381
Charles,,Djou,,,1970-08-09,M,2010-05-22,2010-12-22,Republican,,rep,HI,1,D000611,01978,412387
Carte,P.,Goodwin,,,1974-02-27,M,2010-07-20,2010-11-14,Democrat,1,sen,WV,,G000561,01980,412389
Dennis,A.,Cardoza,,,1959-03-31,M,2003-01-07,2012-08-15,Democrat,,rep,CA,18,C001050,01709,400065
Geoff,,Davis,,,1958-10-26,M,2005-01-04,2012-07-31,Republican,,rep,KY,4,D000603,01784,400633
Gabrielle,,Giffords,,,1970-06-08,F,2007-01-04,2012-01-25,Democrat,,rep,AZ,8,G000554,01831,412188
Jane,,Harman,,,1945-06-28,F,1993-01-05,2011-02-28,Democrat,,rep,CA,36,H000213,00502,400166
Jay,,Inslee,,,1951-02-09,M,1993-01-05,2012-03-20,Democrat,,rep,WA,1,I000026,00584,400193
Christopher,John,Lee,,,1964-04-01,M,2009-01-06,2011-02-09,Republican,,rep,NY,26,L000568,01944,412291
Thaddeus,G.,McCotter,,Thad,1965-08-22,M,2003-01-07,2012-07-06,Republican,,rep,MI,11,M001147,01732,400260
Donald,M.,Payne,,,1934-07-16,M,1989-01-03,2012-03-06,Democrat,,rep,NJ,10,P000149,00902,400312
Anthony,David,Weiner,,,1964-09-04,M,1999-01-06,2011-06-21,Democrat,,rep,NY,9,W000792,01597,400426
David,,Wu,,,1955-04-08,M,1999-01-06,2011-08-03,Democrat,,rep,OR,1,W000793,01598,400437
Jesse,Louis,Jackson,Jr.,,1965-03-11,M,1995-01-04,2012-11-21,Democrat,,rep,IL,2,J000283,00587,400198
Bob,,Filner,,,1942-09-04,M,1993-01-05,2012-12-03,Democrat,,rep,CA,51,F000116,00381,400133
Barack,,Obama,,,1961-08-04,M,2005-01-04,2008-11-16,Democrat,3,sen,IL,,O000167,01763,400629
Daniel,K.,Inouye,,,1924-09-07,M,1959-01-07,2012-12-17,Democrat,3,sen,HI,,I000025,01369,300056
Daniel,Kahikina,Akaka,,,1924-09-11,M,1977-01-04,2013-01-03,Democrat,1,sen,HI,,A000069,00007,300001
Jeff,,Bingaman,,,1943-10-03,M,1983-01-03,2013-01-03,Democrat,1,sen,NM,,B000468,01285,300009
Kent,Kent,Conrad,,,1948-03-12,M,1987-01-06,2013-01-03,Democrat,1,sen,ND,,C000705,01307,300026
Kay,Bailey,Hutchison,,,1943-07-22,F,1993-01-05,2013-01-03,Republican,1,sen,TX,,H001016,01368,300054
Herbert,H.,Kohl,,Herb,1935-02-07,M,1989-01-03,2013-01-03,Democrat,1,sen,WI,,K000305,01380,300061
Jon,,Kyl,,,1942-04-25,M,1987-01-06,2013-01-03,Republican,1,sen,AZ,,K000352,00655,300062
Joseph,I.,Lieberman,,,1942-02-24,M,1989-01-03,2013-01-03,Independent,1,sen,CT,,L000304,01385,300067
Richard,G.,Lugar,,,1932-04-04,M,1977-01-04,2013-01-03,Republican,1,sen,IN,,L000504,01387,300070
Ben,E.,Nelson,,,1941-05-17,M,2001-01-03,2013-01-03,Democrat,1,sen,NE,,N000180,01627,300077
Olympia,J.,Snowe,,,1947-02-21,F,1979-01-15,2013-01-03,Republican,1,sen,ME,,S000663,01085,300091
Jim,,Webb,,,1946-02-09,M,2007-01-04,2013-01-03,Democrat,1,sen,VA,,W000803,01822,412249
Scott,,Brown,,,1959-09-12,M,2010-02-04,2013-01-03,Republican,1,sen,MA,,B001268,01975,412384
Gary,L.,Ackerman,,,1942-11-19,M,1983-01-03,2013-01-03,Democrat,,rep,NY,5,A000022,00004,400003
Sandy,,Adams,,,1956-12-14,F,2011-01-05,2013-01-03,Republican,,rep,FL,24,A000366,02006,412414
W.,Todd,Akin,,,1947-07-05,M,2001-01-03,2013-01-03,Republican,,rep,MO,2,A000358,01655,400005
Jason,,Altmire,,,1968-03-07,M,2007-01-04,2013-01-03,Democrat,,rep,PA,4,A000362,01873,412231
Steve,,Austria,,,1958-10-12,M,2009-01-06,2013-01-03,Republican,,rep,OH,7,A000365,01947,412265
Joe,,Baca,,,1947-01-23,M,1999-01-06,2013-01-03,Democrat,,rep,CA,43,B001234,01614,400009
Roscoe,G.,Bartlett,,,1926-06-03,M,1993-01-05,2013-01-03,Republican,,rep,MD,6,B000208,00060,400017
Charles,F.,Bass,,Charlie,1952-01-08,M,1995-01-04,2013-01-03,Republican,,rep,NH,2,B000220,00063,400019
Rick,,Berg,,,1959-08-16,M,2011-01-05,2013-01-03,Republican,,rep,ND,0,B001272,02037,412458
Shelley,,Berkley,,,1951-01-20,F,1999-01-06,2013-01-03,Democrat,,rep,NV,1,B001231,01576,400024
Howard,L.,Berman,,,1941-04-15,M,1983-01-03,2013-01-03,Democrat,,rep,CA,28,B000410,00082,400025
Judy,,Biggert,,,1937-08-15,F,1999-01-06,2013-01-03,Republican,,rep,IL,13,B001232,01577,400027
Brian,P.,Bilbray,,,1951-01-28,M,1995-01-04,2013-01-03,Republican,,rep,CA,50,B000461,00087,400570
Mary,Whitaker,Bono Mack,,,1961-10-24,F,1998-04-07,2013-01-03,Republican,,rep,CA,45,B001228,01465,400039
Dan,,Boren,,,1973-08-02,M,2005-01-04,2013-01-03,Democrat,,rep,OK,2,B001254,01796,400645
Leonard,L.,Boswell,,,1934-01-10,M,1997-01-07,2013-01-03,Democrat,,rep,IA,3,B000652,01466,400042
Ann Marie,,Buerkle,,,1951-05-08,F,2011-01-05,2013-01-03,Republican,,rep,NY,25,B001276,02045,412456
Dan,L.,Burton,,,1938-06-21,M,1983-01-03,2013-01-03,Republican,,rep,IN,5,B001149,00154,400055
Francisco,,Canseco,,Quico,1949-07-30,M,2011-01-05,2013-01-03,Republican,,rep,TX,23,C001082,02066,412481
Russ,,Carnahan,,,1958-07-10,M,2005-01-04,2013-01-03,Democrat,,rep,MO,3,C001060,01789,400638
Ben,,Chandler,,,1959-09-12,M,2004-02-17,2013-01-03,Democrat,,rep,KY,6,C001058,01759,400442
Hansen,,Clarke,,,1957-03-02,M,2011-01-05,2013-01-03,Democrat,,rep,MI,13,C001085,02030,412440
Jerry,F.,Costello,,,1949-09-25,M,1987-01-06,2013-01-03,Democrat,,rep,IL,12,C000794,00238,400082
Chip,,Cravaack,,,1959-12-29,M,2011-01-05,2013-01-03,Republican,,rep,MN,8,C001086,02031,412441
Mark,S.,Critz,,,1962-01-05,M,2010-05-20,2013-01-03,Democrat,,rep,PA,12,C001081,01977,412386
Norman,D.,Dicks,,Norm,1940-12-16,M,1977-01-04,2013-01-03,Democrat,,rep,WA,6,D000327,00297,400109
Bob,,Dold,,,1969-06-23,M,2011-01-05,2013-01-03,Republican,,rep,IL,10,D000613,02013,412420
David,T.,Dreier,,,1952-07-05,M,1981-01-05,2013-01-03,Republican,,rep,CA,26,D000492,00317,400115
Barney,,Frank,,,1940-03-31,M,1981-01-05,2013-01-03,Democrat,,rep,MA,4,F000339,00407,400140
Elton,W.,Gallegly,,,1944-03-07,M,1987-01-06,2013-01-03,Republican,,rep,CA,24,G000021,00425,400144
Charles,A.,Gonzalez,,Charlie,1945-05-05,M,1999-01-06,2013-01-03,Democrat,,rep,TX,20,G000544,01555,400152
Frank,,Guinta,,,1970-09-26,M,2011-01-05,2013-01-03,Republican,,rep,NH,1,G000570,02038,412447
Nan,,Hayworth,,,1959-12-14,F,2011-01-05,2013-01-03,Republican,,rep,NY,19,H001054,02042,412452
Walter,,Herger,,Wally,1945-05-20,M,1987-01-06,2013-01-03,Republican,,rep,CA,2,H000528,00533,400176
Maurice,D.,Hinchey,,,1938-10-27,M,1993-01-05,2013-01-03,Democrat,,rep,NY,22,H000627,00541,400178
Tim,,Holden,,,1957-03-05,M,1993-01-05,2013-01-03,Democrat,,rep,PA,17,H000712,00550,400183
Timothy,V.,Johnson,,,1946-07-23,M,2001-01-03,2013-01-03,Republican,,rep,IL,15,J000285,01648,400207
Dale,E.,Kildee,,,1929-09-16,M,1977-01-04,2013-01-03,Democrat,,rep,MI,5,K000172,00631,400216
Larry,,Kissell,,,1951-01-31,M,2009-01-06,2013-01-03,Democrat,,rep,NC,8,K000369,01934,412287
Dennis,J.,Kucinich,,,1946-10-08,M,1997-01-07,2013-01-03,Democrat,,rep,OH,10,K000336,01499,400227
Steven,C.,LaTourette,,,1954-07-22,M,1995-01-04,2013-01-03,Republican,,rep,OH,14,L000553,00667,400235
Jeff,M.,Landry,,,1970-12-23,M,2011-01-05,2013-01-03,Republican,,rep,LA,3,L000574,02024,412433
Jerry,,Lewis,,,1934-10-21,M,1979-01-15,2013-01-03,Republican,,rep,CA,41,L000274,00687,400239
Daniel,E.,Lungren,,,1946-09-22,M,1979-01-15,2013-01-03,Republican,,rep,CA,3,L000517,00717,400617
Connie,,Mack,IV,,1967-08-12,M,2005-01-04,2013-01-03,Republican,,rep,FL,14,M001155,01776,400622
Donald,A.,Manzullo,,,1944-03-24,M,1993-01-05,2013-01-03,Republican,,rep,IL,16,M001138,00733,400252
R.,Bradley,Miller,,Brad,1953-05-19,M,2003-01-07,2013-01-03,Democrat,,rep,NC,13,M001154,01735,400280
Sue,W.,Myrick,,,1941-08-01,F,1995-01-04,2013-01-03,Republican,,rep,NC,9,M001134,00849,400288
John,W.,Olver,,,1936-09-03,M,1991-01-03,2013-01-03,Democrat,,rep,MA,1,O000085,00879,400301
Ronald,E.,Paul,,Ron,1935-08-20,M,1975-01-14,2013-01-03,Republican,,rep,TX,14,P000583,00900,400311
Mike,,Pence,,,1959-06-07,M,2001-01-03,2013-01-03,Republican,,rep,IN,6,P000587,01649,400315
Todd,R.,Platts,,,1962-03-05,M,2001-01-03,2013-01-03,Republican,,rep,PA,19,P000585,01667,400321
Ben,,Quayle,,,1976-11-03,M,2011-01-05,2013-01-03,Republican,,rep,AZ,3,Q000024,01993,412398
Dennis,,Rehberg,,Denny,1955-10-05,M,2001-01-03,2013-01-03,Republican,,rep,MT,0,R000571,01657,400335
Silvestre,,Reyes,,,1944-11-10,M,1997-01-07,2013-01-03,Democrat,,rep,TX,16,R000170,01516,400337
Laura,,Richardson,,,1962-04-14,F,2007-09-04,2013-01-03,Democrat,,rep,CA,37,R000581,01883,412253
